state,district,market,crop_name,Arrival_Date,min_price,max_price,suggested_price
Andhra Pradesh,Chittor,Kalikiri,Tomato,23-08-2025,3500,4150,3900
Andhra Pradesh,Chittor,Mulakalacheruvu,Tomato,23-08-2025,1800,3600,2800
Andhra Pradesh,Chittor,Palamaner,Cabbage,23-08-2025,600,1100,900
Andhra Pradesh,Chittor,Palamaner,Potato,23-08-2025,1000,2000,1500
Andhra Pradesh,Chittor,Punganur,Tomato,23-08-2025,3000,4000,3500
Andhra Pradesh,East Godavari,Ambajipeta,Banana,23-08-2025,960,2000,1345
Andhra Pradesh,East Godavari,Ravulapelem,Banana,23-08-2025,2200,2900,2700
Andhra Pradesh,Guntur,Pidugurala(Palnadu),Dry Chillies,23-08-2025,12000,15000,14500
Andhra Pradesh,West Godavari,Chintalapudi,Lemon,23-08-2025,1500,2100,1800
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cucumbar(Kheera),23-08-2025,800,1600,1200
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,23-08-2025,600,2000,1450
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,23-08-2025,800,2500,1850
Gujarat,Ahmedabad,Ahmedabad,Carrot,23-08-2025,1000,3000,2200
Gujarat,Ahmedabad,Ahmedabad,Ginger(Green),23-08-2025,3500,7000,6400
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,23-08-2025,400,600,500
Gujarat,Ahmedabad,Sanad,Paddy(Dhan)(Common),23-08-2025,2117,2493,2305
Gujarat,Amreli,Rajula,Bajra(Pearl Millet/Cumbu),23-08-2025,2000,2660,2330
Gujarat,Amreli,Rajula,Green Gram (Moong)(Whole),23-08-2025,7100,7100,7100
Gujarat,Amreli,Rajula,Wheat,23-08-2025,2950,2950,2950
Gujarat,Anand,Umreth,Bajra(Pearl Millet/Cumbu),23-08-2025,2400,2525,2515
Gujarat,Banaskanth,Amirgadh,Bajra(Pearl Millet/Cumbu),23-08-2025,1890,2520,2200
Gujarat,Banaskanth,Deesa,Rajgir,23-08-2025,5255,5820,5675
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Bhindi(Ladies Finger),23-08-2025,600,800,700
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Chikoos(Sapota),23-08-2025,3000,4000,3500
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Orange,23-08-2025,5000,5500,5250
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pineapple,23-08-2025,4500,5000,4750
Gujarat,Banaskanth,Lakhani,Bajra(Pearl Millet/Cumbu),23-08-2025,1805,2520,2162
Gujarat,Banaskanth,Lakhani,Mustard,23-08-2025,6355,6600,6477
Gujarat,Banaskanth,Tharad,Cummin Seed(Jeera),23-08-2025,15500,19500,18000
Gujarat,Banaskanth,Tharad(Rah),Bajra(Pearl Millet/Cumbu),23-08-2025,2150,2550,2400
Gujarat,Banaskanth,Vav,Castor Seed,23-08-2025,6500,6590,6550
Gujarat,Banaskanth,Vav,Cummin Seed(Jeera),23-08-2025,15500,19150,18500
Gujarat,Botad,Botad,Arhar (Tur/Red Gram)(Whole),23-08-2025,3725,5000,4400
Gujarat,Botad,Botad,Bengal Gram(Gram)(Whole),23-08-2025,4625,5745,5200
Gujarat,Botad,Botad,Jowar(Sorghum),23-08-2025,3850,3850,3850
Gujarat,Chhota Udaipur,Kalediya,Cotton,23-08-2025,6750,7025,6850
Gujarat,Chhota Udaipur,Modasar        ,Cotton,23-08-2025,6800,7025,6900
Gujarat,Dahod,Dahod,Green Gram (Moong)(Whole),23-08-2025,7000,7700,7400
Gujarat,Dahod,Dahod,Wheat,23-08-2025,2760,2770,2765
Gujarat,Dahod,Dahod(Veg. Market),Brinjal,23-08-2025,200,4000,2100
Gujarat,Dahod,Dahod(Veg. Market),Cucumbar(Kheera),23-08-2025,600,2000,1300
Gujarat,Dahod,Dahod(Veg. Market),Pointed gourd (Parval),23-08-2025,2500,3500,3000
Gujarat,Dahod,Dahod(Veg. Market),Tomato,23-08-2025,2000,3500,2750
Gujarat,Gandhinagar,Kalol,Bajra(Pearl Millet/Cumbu),23-08-2025,2200,2350,2250
Gujarat,Gandhinagar,Mansa,Bajra(Pearl Millet/Cumbu),23-08-2025,2455,2540,2515
Gujarat,Gandhinagar,Mansa,Wheat,23-08-2025,2635,2700,2675
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Ridgeguard(Tori),23-08-2025,3000,3000,3000
Gujarat,Gir Somnath,Talalagir,Tomato,23-08-2025,3000,5000,4000
Gujarat,Kheda,Kapadvanj,Brinjal,23-08-2025,1000,1500,1250
Gujarat,Kheda,Kapadvanj,Tomato,23-08-2025,3000,4000,3200
Gujarat,Kheda,Kapadvanj,Wheat,23-08-2025,2500,2625,2560
Gujarat,Kheda,Nadiyad(Piplag),Coriander(Leaves),23-08-2025,900,1300,1200
Gujarat,Kheda,Nadiyad(Piplag),Tomato,23-08-2025,2000,2400,2100
Gujarat,Kheda,Nadiyad(Piplag),Tomato,23-08-2025,1500,1800,1600
Gujarat,Mehsana,Kadi,Bajra(Pearl Millet/Cumbu),23-08-2025,2150,2650,2550
Gujarat,Mehsana,Mehsana,Mustard,23-08-2025,5350,6435,6400
Gujarat,Mehsana,Mehsana(Jornang),Bajra(Pearl Millet/Cumbu),23-08-2025,1205,2355,2250
Gujarat,Mehsana,Mehsana(Jornang),Castor Seed,23-08-2025,6450,6500,6475
Gujarat,Mehsana,Mehsana(Mehsana Veg),Onion,23-08-2025,1000,1800,1500
Gujarat,Mehsana,Mehsana(Mehsana Veg),Potato,23-08-2025,200,1300,1100
Gujarat,Mehsana,Unjha,"Sesamum(Sesame,Gingelly,Til)",23-08-2025,6760,10500,9550
Gujarat,Mehsana,Visnagar,Bajra(Pearl Millet/Cumbu),23-08-2025,1750,2560,2155
Gujarat,Morbi,Morbi,Cummin Seed(Jeera),23-08-2025,16500,17950,17225
Gujarat,Morbi,Morbi,Tomato,23-08-2025,3000,4000,3500
Gujarat,Navsari,Bilimora,Green Chilli,23-08-2025,4000,6000,5000
Gujarat,Navsari,Bilimora,Potato,23-08-2025,1500,2000,1800
Gujarat,Navsari,Navsari,Cauliflower,23-08-2025,3000,3500,3250
Gujarat,Navsari,Navsari,Pointed gourd (Parval),23-08-2025,2500,3000,2750
Gujarat,Patan,Radhanpur,Cummin Seed(Jeera),23-08-2025,14700,19525,18500
Gujarat,Porbandar,Porbandar,Cummin Seed(Jeera),23-08-2025,15000,15000,15000
Gujarat,Porbandar,Porbandar,Mousambi(Sweet Lime),23-08-2025,3000,4000,3500
Gujarat,Sabarkantha,Modasa(Tintoi),Maize,23-08-2025,2200,2450,2450
Gujarat,Surat,Mandvi,"Sesamum(Sesame,Gingelly,Til)",23-08-2025,9500,9500,9500
Gujarat,Surat,Songadh,Bhindi(Ladies Finger),23-08-2025,1860,3200,2750
Gujarat,Surat,Songadh(Badarpada),Bhindi(Ladies Finger),23-08-2025,1860,3200,2750
Gujarat,Surat,Songadh(Badarpada),Guar,23-08-2025,3500,4250,3990
Gujarat,Surendranagar,Dhragradhra,Corriander seed,23-08-2025,5880,6320,6000
Gujarat,Surendranagar,Dhragradhra,"Sesamum(Sesame,Gingelly,Til)",23-08-2025,6600,9160,8500
Gujarat,Surendranagar,Dhragradhra,Wheat,23-08-2025,2350,2350,2350
Gujarat,Surendranagar,Vadhvan,Carrot,23-08-2025,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,Drumstick,23-08-2025,6000,6500,6250
Gujarat,Vadodara(Baroda),Padra,Colacasia,23-08-2025,2500,3750,3150
Gujarat,Vadodara(Baroda),Padra,Coriander(Leaves),23-08-2025,2500,3250,2900
Gujarat,Vadodara(Baroda),Padra,Drumstick,23-08-2025,3500,4500,4000
Gujarat,Vadodara(Baroda),Padra,Potato,23-08-2025,1500,2100,1800
Gujarat,Vadodara(Baroda),Padra,Ridgeguard(Tori),23-08-2025,1000,1750,1400
Gujarat,Vadodara(Baroda),Padra,Spinach,23-08-2025,1750,2250,2000
Haryana,Ambala,Ambala Cantt.,Brinjal,23-08-2025,1500,2500,2200
Haryana,Ambala,Ambala Cantt.,Capsicum,23-08-2025,2000,3000,2500
Haryana,Ambala,Ambala Cantt.,Green Fodder,23-08-2025,180,300,250
Haryana,Ambala,Ambala Cantt.,Mousambi(Sweet Lime),23-08-2025,2500,3000,2800
Haryana,Ambala,Ambala Cantt.,Pear(Marasebu),23-08-2025,3000,4000,3500
Haryana,Ambala,Ambala Cantt.,Plum,23-08-2025,5000,5500,5200
Haryana,Ambala,Ambala Cantt.,Pumpkin,23-08-2025,800,1200,1000
Haryana,Ambala,Naraingarh,Onion,23-08-2025,1500,2000,1600
Haryana,Ambala,Naraingarh,Peas Wet,23-08-2025,5000,10000,7000
Haryana,Ambala,Shahzadpur,Brinjal,23-08-2025,2000,2000,2000
Haryana,Ambala,Shahzadpur,Colacasia,23-08-2025,2100,2100,2100
Haryana,Ambala,Shahzadpur,Potato,23-08-2025,800,1000,800
Haryana,Bhiwani,Bhiwani,Banana,23-08-2025,5740,6210,5980
Haryana,Faridabad,Ballabhgarh,Bhindi(Ladies Finger),23-08-2025,1200,1800,1500
Haryana,Faridabad,Ballabhgarh,Bitter gourd,23-08-2025,1500,2000,1500
Haryana,Faridabad,Ballabhgarh,Capsicum,23-08-2025,4000,6000,5000
Haryana,Faridabad,Ballabhgarh,Ridgeguard(Tori),23-08-2025,1500,2000,1800
Haryana,Gurgaon,Gurgaon,Bhindi(Ladies Finger),23-08-2025,1000,2000,1500
Haryana,Gurgaon,Gurgaon,Bitter gourd,23-08-2025,1500,2500,2000
Haryana,Gurgaon,Gurgaon,Bottle gourd,23-08-2025,1000,2000,1500
Haryana,Gurgaon,Gurgaon,Potato,23-08-2025,800,1200,1000
Haryana,Gurgaon,Gurgaon,Tomato,23-08-2025,2000,4000,3000
Haryana,Hissar,Barwala(Hisar),Bottle gourd,23-08-2025,800,1000,900
Haryana,Hissar,Barwala(Hisar),Onion,23-08-2025,1600,2000,1800
Haryana,Hissar,Barwala(Hisar),Pomegranate,23-08-2025,10000,12000,11000
Haryana,Hissar,Hansi,Bhindi(Ladies Finger),23-08-2025,2000,2500,2300
Haryana,Hissar,Hansi,Bitter gourd,23-08-2025,3000,4000,3500
Haryana,Hissar,Hansi,Cabbage,23-08-2025,2000,2500,2300
Haryana,Hissar,Hansi,Cucumbar(Kheera),23-08-2025,2000,3000,2500
Haryana,Hissar,Hansi,Mango,23-08-2025,10000,12000,11000
Haryana,Hissar,Hansi,Pomegranate,23-08-2025,5000,10000,8000
Haryana,Hissar,Uklana,Bhindi(Ladies Finger),23-08-2025,2500,2500,2500
Haryana,Hissar,Uklana,Bottle gourd,23-08-2025,1000,1000,1000
Haryana,Hissar,Uklana,Mousambi(Sweet Lime),23-08-2025,4000,4500,4500
Haryana,Jind,Jind,Tomato,23-08-2025,3500,5000,4500
Haryana,Jind,Narwana,Onion,23-08-2025,1400,1600,1500
Haryana,Jind,Safidon,Potato,23-08-2025,1000,1000,1000
Haryana,Kaithal,Cheeka,Potato,23-08-2025,800,900,850
Haryana,Kaithal,Dhand,Tomato,23-08-2025,3500,4000,3800
Haryana,Kaithal,Kaithal,Apple,23-08-2025,3500,8000,5750
Haryana,Kaithal,Kaithal,Cauliflower,23-08-2025,1500,4200,2850
Haryana,Karnal,Indri,Tomato,23-08-2025,4000,4000,4000
Haryana,Karnal,Tarori,Potato,23-08-2025,1000,1200,1100
Haryana,Kurukshetra,Ladwa,Apple,23-08-2025,6000,9000,8500
Haryana,Kurukshetra,Ladwa,Bottle gourd,23-08-2025,800,2500,1200
Haryana,Kurukshetra,Ladwa,Onion,23-08-2025,1500,2000,1800
Haryana,Kurukshetra,Ladwa,Pomegranate,23-08-2025,8000,9000,8200
Haryana,Kurukshetra,Ladwa,Ridgeguard(Tori),23-08-2025,2000,2000,2000
Haryana,Kurukshetra,Shahabad,Banana,23-08-2025,2500,3000,2700
Haryana,Kurukshetra,Shahabad,Bhindi(Ladies Finger),23-08-2025,2000,3000,2500
Haryana,Kurukshetra,Shahabad,Bottle gourd,23-08-2025,1200,2000,1500
Haryana,Kurukshetra,Shahabad,Capsicum,23-08-2025,3000,6000,4500
Haryana,Kurukshetra,Shahabad,Colacasia,23-08-2025,1500,2400,2000
Haryana,Kurukshetra,Shahabad,Guava,23-08-2025,500,4000,2000
Haryana,Kurukshetra,Shahabad,Orange,23-08-2025,10000,10000,10000
Haryana,Kurukshetra,Shahabad,Tinda,23-08-2025,4000,4200,4100
Haryana,Mahendragarh-Narnaul,Narnaul,Brinjal,23-08-2025,2000,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,23-08-2025,1000,2500,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Cucumbar(Kheera),23-08-2025,1000,2500,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Guava,23-08-2025,1500,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Onion,23-08-2025,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Pomegranate,23-08-2025,8000,12000,12000
Haryana,Mahendragarh-Narnaul,Narnaul,Potato,23-08-2025,1300,1300,1300
Haryana,Mahendragarh-Narnaul,Narnaul,Sponge gourd,23-08-2025,1000,2000,1500
Haryana,Mewat,FerozpurZirkha(Nagina),Lemon,23-08-2025,1800,2200,2000
Haryana,Mewat,Punhana,Potato,23-08-2025,1200,1200,1200
Haryana,Mewat,Punhana,Tomato,23-08-2025,4000,5000,4500
Haryana,Palwal,Hassanpur,Potato,23-08-2025,1500,1500,1500
Haryana,Panchkula,Panchkul(Kalka),Potato,23-08-2025,1800,2500,2000
Haryana,Panchkula,Raipur Rai,Potato,23-08-2025,1000,1200,1000
Haryana,Panchkula,Raipur Rai,Spinach,23-08-2025,1400,1500,1400
Haryana,Panipat,Madlauda,Potato,23-08-2025,1000,1000,1000
Haryana,Panipat,Panipat,Brinjal,23-08-2025,1000,2000,1500
Haryana,Panipat,Panipat,Chikoos(Sapota),23-08-2025,3200,3400,3300
Haryana,Panipat,Panipat,Onion,23-08-2025,1100,1500,1300
Haryana,Panipat,Panipat,Potato,23-08-2025,500,1300,900
Haryana,Panipat,Samalkha,Tomato,23-08-2025,3000,3000,3000
Haryana,Rohtak,Meham,Cucumbar(Kheera),23-08-2025,1600,1600,1600
Haryana,Rohtak,Meham,Spinach,23-08-2025,2000,2000,2000
Haryana,Rohtak,Sampla,Apple,23-08-2025,5000,8000,6000
Haryana,Rohtak,Sampla,Banana,23-08-2025,2500,2500,2500
Haryana,Rohtak,Sampla,Tomato,23-08-2025,5000,5000,5000
Haryana,Sirsa,Sirsa,Apple,23-08-2025,3500,15000,5500
Haryana,Sirsa,Sirsa,Tomato,23-08-2025,2500,4000,3500
Haryana,Sonipat,Ganaur,Garlic,23-08-2025,8000,9000,8500
Haryana,Sonipat,Ganaur,Lemon,23-08-2025,7000,8000,7500
Haryana,Sonipat,Ganaur,Peas Wet,23-08-2025,9000,10000,9500
Haryana,Sonipat,Ganaur,Ridgeguard(Tori),23-08-2025,2400,2500,2400
Haryana,Sonipat,Gohana,Bhindi(Ladies Finger),23-08-2025,2000,3000,2500
Haryana,Sonipat,Gohana,Guava,23-08-2025,1000,2000,1500
Haryana,Sonipat,Gohana,Peas cod,23-08-2025,8000,10000,9000
Haryana,Sonipat,Sonepat,Banana,23-08-2025,3300,3600,3300
Haryana,Sonipat,Sonepat,Bhindi(Ladies Finger),23-08-2025,1900,2300,1900
Haryana,Sonipat,Sonepat,Bitter gourd,23-08-2025,2400,4100,2400
Haryana,Sonipat,Sonepat,Cabbage,23-08-2025,1600,4200,1600
Haryana,Sonipat,Sonepat(Kharkhoda),Tomato,23-08-2025,3000,4000,3500
Haryana,Yamuna Nagar,Mustafabad,Onion,23-08-2025,1500,2000,1800
Haryana,Yamuna Nagar,Radaur,Bhindi(Ladies Finger),23-08-2025,1500,2000,1800
Haryana,Yamuna Nagar,Radaur,Bitter gourd,23-08-2025,2100,2500,2200
Haryana,Yamuna Nagar,Radaur,Bottle gourd,23-08-2025,1200,1600,1400
Haryana,Yamuna Nagar,Radaur,Pumpkin,23-08-2025,800,1000,900
Haryana,Yamuna Nagar,Sadhaura,Banana,23-08-2025,2200,2500,2300
Himachal Pradesh,Bilaspur,Bilaspur,Capsicum,23-08-2025,5000,7000,6000
Himachal Pradesh,Chamba,Chamba,Capsicum,23-08-2025,5500,6000,5750
Himachal Pradesh,Chamba,Chamba,Lemon,23-08-2025,6000,8000,7000
Himachal Pradesh,Hamirpur,Hamirpur,Apple,23-08-2025,3500,5000,4200
Himachal Pradesh,Hamirpur,Hamirpur,Green Chilli,23-08-2025,6000,6500,6200
Himachal Pradesh,Hamirpur,Hamirpur,Mousambi(Sweet Lime),23-08-2025,5000,5500,5200
Himachal Pradesh,Hamirpur,Hamirpur,Peas Wet,23-08-2025,15000,15000,15000
Himachal Pradesh,Hamirpur,Hamirpur,Pineapple,23-08-2025,5000,5000,5000
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Apple,23-08-2025,3500,5000,4200
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Bhindi(Ladies Finger),23-08-2025,3000,3500,3200
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Bitter gourd,23-08-2025,4000,6000,5000
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Cucumbar(Kheera),23-08-2025,4000,5000,4500
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Pomegranate,23-08-2025,14000,18000,16000
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Sponge gourd,23-08-2025,4000,4000,4000
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Tomato,23-08-2025,6500,7000,6700
Himachal Pradesh,Kangra,Dharamshala,Cabbage,23-08-2025,3200,3500,3350
Himachal Pradesh,Kangra,Dharamshala,Capsicum,23-08-2025,8000,9000,8500
Himachal Pradesh,Kangra,Dharamshala,Cauliflower,23-08-2025,6000,7000,6500
Himachal Pradesh,Kangra,Dharamshala,Cucumbar(Kheera),23-08-2025,3500,5000,4250
Himachal Pradesh,Kangra,Dharamshala,Green Chilli,23-08-2025,6000,7500,6800
Himachal Pradesh,Kangra,Dharamshala,Mousambi(Sweet Lime),23-08-2025,5000,5500,5250
Himachal Pradesh,Kangra,Kangra,Bhindi(Ladies Finger),23-08-2025,3500,4000,3700
Himachal Pradesh,Kangra,Kangra,Bottle gourd,23-08-2025,3000,6000,4000
Himachal Pradesh,Kangra,Kangra,Cabbage,23-08-2025,2000,3000,2500
Himachal Pradesh,Kangra,Kangra,Onion,23-08-2025,2600,2700,2700
Himachal Pradesh,Kangra,Kangra,Potato,23-08-2025,1100,2200,1500
Himachal Pradesh,Kangra,Kangra(Baijnath),Bhindi(Ladies Finger),23-08-2025,3800,4000,4000
Himachal Pradesh,Kangra,Kangra(Baijnath),Cabbage,23-08-2025,3000,3000,3000
Himachal Pradesh,Kangra,Kangra(Baijnath),Capsicum,23-08-2025,8000,8200,8200
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Apple,23-08-2025,5000,12000,9000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Bhindi(Ladies Finger),23-08-2025,4000,4500,4200
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Capsicum,23-08-2025,7000,7500,7200
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Coriander(Leaves),23-08-2025,26000,30000,28000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Garlic,23-08-2025,10000,12500,11500
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Pear(Marasebu),23-08-2025,7000,7500,7200
Himachal Pradesh,Kangra,Kangra(Jassour),Banana,23-08-2025,4000,4500,4200
Himachal Pradesh,Kangra,Kangra(Jassour),Bhindi(Ladies Finger),23-08-2025,3000,3500,3250
Himachal Pradesh,Kangra,Kangra(Jassour),Bitter gourd,23-08-2025,1500,2000,1800
Himachal Pradesh,Kangra,Kangra(Jassour),Cauliflower,23-08-2025,4000,4500,4250
Himachal Pradesh,Kangra,Kangra(Jassour),Lemon,23-08-2025,3500,4000,3800
Himachal Pradesh,Kangra,Kangra(Jassour),Tomato,23-08-2025,4000,5000,4500
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Brinjal,23-08-2025,2500,3500,3000
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cauliflower,23-08-2025,6000,7000,6500
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Ginger(Green),23-08-2025,7500,8000,7700
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pear(Marasebu),23-08-2025,4000,6000,5000
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Sponge gourd,23-08-2025,3000,3500,3200
Himachal Pradesh,Kangra,Palampur,Cabbage,23-08-2025,2800,3000,2900
Himachal Pradesh,Kangra,Palampur,Carrot,23-08-2025,2800,3000,2900
Himachal Pradesh,Kangra,Palampur,French Beans (Frasbean),23-08-2025,8000,9000,8500
Himachal Pradesh,Kangra,Palampur,Mashrooms,23-08-2025,19000,20000,19500
Himachal Pradesh,Kangra,Palampur,Mousambi(Sweet Lime),23-08-2025,5000,5300,5100
Himachal Pradesh,Kangra,Palampur,Papaya,23-08-2025,3200,3500,3300
Himachal Pradesh,Kangra,Palampur,Peas Wet,23-08-2025,11000,12000,11500
Himachal Pradesh,Kangra,Palampur,Pineapple,23-08-2025,5000,5500,5200
Himachal Pradesh,Kangra,Palampur,Pomegranate,23-08-2025,7000,13000,10000
Himachal Pradesh,Kangra,Palampur,Sponge gourd,23-08-2025,3500,4000,3700
Himachal Pradesh,Kullu,Kullu,French Beans (Frasbean),23-08-2025,2500,3000,2800
Himachal Pradesh,Kullu,Kullu,Garlic,23-08-2025,5000,12000,8000
Himachal Pradesh,Kullu,Kullu,Ginger(Dry),23-08-2025,8000,10000,9000
Himachal Pradesh,Kullu,Kullu,Lemon,23-08-2025,7000,8000,7500
Himachal Pradesh,Kullu,Kullu,Papaya,23-08-2025,4000,4500,4300
Himachal Pradesh,Kullu,Kullu,Pumpkin,23-08-2025,2000,2500,2300
Himachal Pradesh,Mandi,Dhanotu (Mandi),Bhindi(Ladies Finger),23-08-2025,3500,4000,3750
Himachal Pradesh,Mandi,Dhanotu (Mandi),Cabbage,23-08-2025,1000,1500,1250
Himachal Pradesh,Mandi,Dhanotu (Mandi),Cucumbar(Kheera),23-08-2025,2000,2500,2250
Himachal Pradesh,Mandi,Dhanotu (Mandi),Ginger(Dry),23-08-2025,5000,7000,6000
Himachal Pradesh,Mandi,Dhanotu (Mandi),Potato,23-08-2025,1200,2500,1850
Himachal Pradesh,Mandi,Dhanotu (Mandi),Sponge gourd,23-08-2025,2000,2500,2250
Himachal Pradesh,Mandi,Mandi(Mandi),Apple,23-08-2025,5000,10000,6000
Himachal Pradesh,Mandi,Mandi(Mandi),Banana,23-08-2025,2500,4200,3500
Himachal Pradesh,Mandi,Mandi(Mandi),Capsicum,23-08-2025,4000,8000,6000
Himachal Pradesh,Mandi,Mandi(Mandi),Green Chilli,23-08-2025,6000,7000,7000
Himachal Pradesh,Mandi,Mandi(Mandi),Mashrooms,23-08-2025,17500,20000,20000
Himachal Pradesh,Mandi,Mandi(Mandi),Onion,23-08-2025,2200,2800,2500
Himachal Pradesh,Mandi,Mandi(Mandi),Papaya,23-08-2025,3000,4000,4000
Himachal Pradesh,Mandi,Mandi(Mandi),Pomegranate,23-08-2025,8000,15000,10000
Himachal Pradesh,Sirmore,Nahan,Banana,23-08-2025,3000,4000,3500
Himachal Pradesh,Sirmore,Nahan,Bitter gourd,23-08-2025,4000,5000,4500
Himachal Pradesh,Sirmore,Nahan,Bottle gourd,23-08-2025,2500,3000,2800
Himachal Pradesh,Sirmore,Nahan,Capsicum,23-08-2025,6000,7000,6500
Himachal Pradesh,Sirmore,Nahan,French Beans (Frasbean),23-08-2025,9000,10000,9500
Himachal Pradesh,Sirmore,Nahan,Mousambi(Sweet Lime),23-08-2025,6000,7000,6500
Himachal Pradesh,Sirmore,Paonta Sahib,Apple,23-08-2025,3000,15000,7500
Himachal Pradesh,Sirmore,Paonta Sahib,Banana,23-08-2025,4500,5000,4800
Himachal Pradesh,Sirmore,Paonta Sahib,Bhindi(Ladies Finger),23-08-2025,2500,3000,2800
Himachal Pradesh,Sirmore,Paonta Sahib,Capsicum,23-08-2025,6000,8000,7000
Himachal Pradesh,Sirmore,Paonta Sahib,Carrot,23-08-2025,2500,3500,3000
Himachal Pradesh,Sirmore,Paonta Sahib,Raddish,23-08-2025,1000,2000,1500
Himachal Pradesh,Solan,Solan,Banana,23-08-2025,2000,3000,2700
Himachal Pradesh,Solan,Solan,Bitter gourd,23-08-2025,3000,3500,3200
Himachal Pradesh,Solan,Solan,Colacasia,23-08-2025,2500,2800,2600
Himachal Pradesh,Solan,Solan,Guava,23-08-2025,4000,4500,4200
Himachal Pradesh,Solan,Solan,Mashrooms,23-08-2025,10000,12000,11500
Himachal Pradesh,Solan,Solan,Pear(Marasebu),23-08-2025,4000,7000,6000
Himachal Pradesh,Solan,Solan(Nalagarh),Capsicum,23-08-2025,6000,8000,7000
Himachal Pradesh,Solan,Solan(Nalagarh),Cucumbar(Kheera),23-08-2025,1400,1800,1600
Himachal Pradesh,Solan,Solan(Nalagarh),Onion,23-08-2025,2000,2500,2300
Himachal Pradesh,Solan,Solan(Nalagarh),Sponge gourd,23-08-2025,1800,2000,1900
Himachal Pradesh,Una,Santoshgarh,Brinjal,23-08-2025,800,1700,1250
Himachal Pradesh,Una,Santoshgarh,Tomato,23-08-2025,5000,5500,5250
Himachal Pradesh,Una,Una,Bottle gourd,23-08-2025,2500,4000,3200
Himachal Pradesh,Una,Una,Cucumbar(Kheera),23-08-2025,1800,2500,2200
Himachal Pradesh,Una,Una,French Beans (Frasbean),23-08-2025,3000,7000,5000
Himachal Pradesh,Una,Una,Guava,23-08-2025,5000,6000,5500
Himachal Pradesh,Una,Una,Onion,23-08-2025,2100,2500,2300
Himachal Pradesh,Una,Una,Sponge gourd,23-08-2025,3000,3500,3250
Jammu and Kashmir,Anantnag,Kulgam,Apple,23-08-2025,4411.76,5588.24,5000
Jammu and Kashmir,Anantnag,Kulgam,Pear(Marasebu),23-08-2025,1900,2500,2250
Jammu and Kashmir,Baramulla,Nowpora,Pear(Marasebu),23-08-2025,3700,5500,4600
Jammu and Kashmir,Jammu,Batote,Bhindi(Ladies Finger),23-08-2025,2300,2500,2400
Jammu and Kashmir,Jammu,Batote,Capsicum,23-08-2025,2000,2200,2100
Jammu and Kashmir,Jammu,Batote,Green Chilli,23-08-2025,4500,4700,4600
Jammu and Kashmir,Jammu,Batote,Pomegranate,23-08-2025,9000,9200,9100
Jammu and Kashmir,Jammu,Batote,Potato,23-08-2025,1900,2100,2000
Jammu and Kashmir,Jammu,Batote,Raddish,23-08-2025,1400,1600,1500
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Apple,23-08-2025,4800,6000,5400
Jammu and Kashmir,Kathua,Kathua,Banana,23-08-2025,4000,4500,4250
Jammu and Kashmir,Kathua,Kathua,Garlic,23-08-2025,13000,14000,13500
Jammu and Kashmir,Kathua,Kathua,Ginger(Green),23-08-2025,8000,9000,8500
Jammu and Kashmir,Kathua,Kathua,Indian Beans (Seam),23-08-2025,9000,10000,9500
Jammu and Kashmir,Kathua,Kathua,Knool Khol,23-08-2025,2000,2500,2250
Jammu and Kashmir,Kathua,Kathua,Mousambi(Sweet Lime),23-08-2025,5000,6000,5500
Jammu and Kashmir,Rajouri,Rajouri (F&V),Green Chilli,23-08-2025,6000,6200,6100
